point_id,zone_id,x_over_c,y_mm,z_mm,side,cp,pressure_kpa,shear_pa,mach_local,temp_k,rho_kg_m3,vel_m_s,residual_id
32467,1,0.74194,-217.119,0.0224,lower,0.3259,96.636,1.329,0.7799,321.84,1.046,280.47,990505
32468,1,0.75,-217.119,-0.0101,lower,0.3126,96.827,2.184,0.7874,321.9,1.0479,283.21,682519
32469,1,0.75806,-217.119,-0.0209,lower,0.3432,96.387,2.897,0.798,321.77,1.0436,286.94,120622
32470,1,0.76613,-217.119,-0.0236,lower,0.3089,96.88,2.051,0.7819,321.91,1.0484,281.22,824732
32471,1,0.77419,-217.119,-0.0205,lower,0.3055,96.93,1.08,0.7833,321.93,1.0489,281.73,965583
32472,1,0.78226,-217.119,0.0079,lower,0.3618,96.119,1.246,0.7807,321.69,1.0409,280.7,602551
32473,1,0.79032,-217.119,0.0286,lower,0.3625,96.11,2.54,0.7862,321.69,1.0408,282.69,813066
32474,1,0.79839,-217.119,0.031,lower,0.3492,96.3,1.808,0.772,321.74,1.0427,277.61,156172
32475,1,0.80645,-217.119,0.0013,lower,0.2875,97.189,2.726,0.7783,322.0,1.0515,279.97,926373
32476,1,0.81452,-217.119,-0.0128,lower,0.3412,96.416,0.87,0.7805,321.78,1.0438,280.67,760421
32477,1,0.82258,-217.119,-0.002,lower,0.3416,96.41,1.83,0.7933,321.77,1.0438,285.26,619799
32478,1,0.83065,-217.119,-0.0171,lower,0.3588,96.162,3.114,0.789,321.7,1.0413,283.67,411166
32479,1,0.83871,-217.119,-0.0296,lower,0.3746,95.934,1.972,0.7675,321.64,1.0391,275.94,685418
32480,1,0.84677,-217.119,-0.0049,lower,0.3581,96.173,2.454,0.7692,321.71,1.0414,276.57,407931
32481,1,0.85484,-217.119,-0.0114,lower,0.3929,95.672,1.379,0.7832,321.56,1.0365,281.54,709211
32482,1,0.8629,-217.119,0.0206,lower,0.4061,95.482,2.446,0.7867,321.5,1.0346,282.79,799071
32483,1,0.87097,-217.119,0.0097,lower,0.3306,96.569,0.904,0.7787,321.82,1.0454,280.05,875716
32484,1,0.87903,-217.119,0.0158,lower,0.3598,96.148,0.874,0.772,321.7,1.0412,277.58,7938
32485,1,0.8871,-217.119,-0.0445,lower,0.3475,96.325,1.331,0.7755,321.75,1.0429,278.87,460021
32486,1,0.89516,-217.119,0.0214,lower,0.3226,96.684,0.475,0.7718,321.85,1.0465,277.59,100643
32487,1,0.90323,-217.119,0.0038,lower,0.3688,96.018,1.501,0.779,321.66,1.0399,280.09,888698
32488,1,0.91129,-217.119,0.0142,lower,0.394,95.656,1.994,0.7811,321.55,1.0363,280.79,984526
32489,1,0.91935,-217.119,0.0309,lower,0.3843,95.796,1.283,0.7795,321.6,1.0377,280.22,908833
32490,1,0.92742,-217.119,-0.0104,lower,0.3597,96.15,0.338,0.777,321.7,1.0412,279.38,723072
32491,1,0.93548,-217.119,-0.003,lower,0.3339,96.521,1.33,0.7749,321.81,1.0449,278.65,583833
32492,1,0.94355,-217.119,-0.0098,lower,0.3881,95.741,1.582,0.7795,321.58,1.0372,280.21,787809
32493,1,0.95161,-217.119,-0.012,lower,0.3648,96.076,0.69,0.7846,321.68,1.0405,282.1,86431
32494,1,0.95968,-217.119,0.0188,lower,0.3221,96.69,0.754,0.775,321.86,1.0466,278.72,306274
32495,1,0.96774,-217.119,0.0072,lower,0.3346,96.511,1.227,0.7735,321.8,1.0448,278.18,825886
32496,1,0.97581,-217.119,0.0022,lower,0.3973,95.609,0.789,0.7715,321.54,1.0359,277.33,647469
32497,1,0.98387,-217.119,0.016,lower,0.3605,96.138,-0.783,0.7905,321.7,1.0411,284.23,768980
32498,1,0.99194,-217.119,-0.0159,lower,0.3874,95.752,1.613,0.7826,321.58,1.0373,281.33,465244
32499,1,1.0,-217.119,0.0022,lower,0.3458,96.349,1.541,0.7865,321.76,1.0432,282.82,535479
32500,2,0.0,-196.441,-0.0034,lower,3.1233,56.386,17.89,0.7805,310.07,0.6335,275.51,445022
32501,2,0.00806,-196.441,-0.0113,lower,2.7468,61.803,18.054,0.7766,311.65,0.6908,274.84,918224
32502,2,0.01613,-196.441,-0.007,lower,2.4465,66.124,17.811,0.774,312.92,0.7362,274.49,167959
32503,2,0.02419,-196.441,-0.0056,lower,2.2721,68.634,16.718,0.7758,313.65,0.7623,275.44,510193
32504,2,0.03226,-196.441,-0.0165,lower,1.9355,73.477,17.247,0.7784,315.07,0.8124,276.97,533760
32505,2,0.04032,-196.441,0.0067,lower,1.7317,76.408,17.334,0.7807,315.93,0.8426,278.19,995968
32506,2,0.04839,-196.441,0.0039,lower,1.5292,79.323,17.322,0.7817,316.78,0.8723,278.91,875004
32507,2,0.05645,-196.441,0.0033,lower,1.3713,81.594,15.789,0.78,317.44,0.8954,278.59,114087
32508,2,0.06452,-196.441,0.0041,lower,1.2214,83.751,15.009,0.7781,318.07,0.9173,278.18,493734
32509,2,0.07258,-196.441,0.0283,lower,1.0664,85.982,15.354,0.7742,318.73,0.9398,277.09,949569
32510,2,0.08065,-196.441,0.0034,lower,0.9499,87.657,14.349,0.7855,319.22,0.9566,281.34,654428
32511,2,0.08871,-196.441,-0.0006,lower,0.8726,88.77,14.408,0.7792,319.54,0.9678,279.22,302691
32512,2,0.09677,-196.441,-0.0324,lower,0.7388,90.695,15.791,0.7749,320.1,0.987,277.95,542889
32513,2,0.10484,-196.441,-0.0221,lower,0.6549,91.903,13.536,0.7882,320.46,0.9991,282.87,866123
32514,2,0.1129,-196.441,-0.0188,lower,0.5508,93.4,13.77,0.7872,320.89,1.014,282.7,28760
32515,2,0.12097,-196.441,-0.0298,lower,0.5482,93.437,13.329,0.7841,320.91,1.0143,281.58,402039
32516,2,0.12903,-196.441,0.004,lower,0.4828,94.378,13.824,0.7882,321.18,1.0237,283.18,809143
32517,2,0.1371,-196.441,0.0265,lower,0.4172,95.323,13.336,0.7818,321.46,1.033,281.0,174332
32518,2,0.14516,-196.441,0.0026,lower,0.3314,96.557,12.623,0.7785,321.82,1.0452,279.95,158457
32519,2,0.15323,-196.441,-0.0012,lower,0.2946,97.086,11.523,0.7809,321.97,1.0505,280.88,523993
32520,2,0.16129,-196.441,0.0009,lower,0.3471,96.331,10.784,0.7829,321.75,1.043,281.53,858571
32521,2,0.16935,-196.441,-0.0095,lower,0.2562,97.638,10.418,0.7767,322.13,1.0559,279.46,372027
32522,2,0.17742,-196.441,0.0109,lower,0.1838,98.68,11.16,0.7836,322.44,1.0662,282.06,28099
32523,2,0.18548,-196.441,0.0574,lower,0.1939,98.535,10.962,0.7811,322.4,1.0647,281.14,638280
32524,2,0.19355,-196.441,-0.0156,lower,0.1071,99.784,9.283,0.7677,322.76,1.077,276.48,398685
32525,2,0.20161,-196.441,-0.0138,lower,0.0896,100.036,9.216,0.7859,322.84,1.0795,283.07,270693
32526,2,0.20968,-196.441,0.0258,lower,0.097,99.929,10.115,0.7743,322.8,1.0784,278.88,748318
32527,2,0.21774,-196.441,0.0122,lower,0.1251,99.525,9.947,0.7762,322.69,1.0745,279.51,379256
32528,2,0.22581,-196.441,-0.023,lower,0.1179,99.628,10.131,0.7712,322.72,1.0755,277.74,992703
32529,2,0.23387,-196.441,0.0211,lower,0.126,99.513,9.779,0.7667,322.68,1.0743,276.08,607309
32530,2,0.24194,-196.441,0.0081,lower,0.1687,98.897,9.437,0.7997,322.5,1.0683,287.91,1161
32531,2,0.25,-196.441,0.0108,lower,0.0724,100.284,10.276,0.7911,322.91,1.0819,284.98,213940
32532,2,0.25806,-196.441,-0.0501,lower,0.0881,100.057,9.355,0.7927,322.84,1.0797,285.52,241392
32533,2,0.26613,-196.441,-0.0036,lower,0.0696,100.323,8.395,0.7791,322.92,1.0823,280.67,216345
32534,2,0.27419,-196.441,0.0336,lower,0.0804,100.169,8.824,0.7749,322.87,1.0808,279.14,346064
32535,2,0.28226,-196.441,-0.0042,lower,0.0008,101.314,8.542,0.7794,323.21,1.092,280.91,46155
32536,2,0.29032,-196.441,0.0088,lower,0.0961,99.943,8.743,0.7893,322.81,1.0786,284.28,221160
32537,2,0.29839,-196.441,-0.01,lower,0.0178,101.069,8.811,0.7855,323.14,1.0896,283.05,713872
32538,2,0.30645,-196.441,-0.0228,lower,0.0125,101.145,6.872,0.7867,323.16,1.0904,283.49,378756
32539,2,0.31452,-196.441,0.0191,lower,0.017,101.08,7.361,0.78,323.14,1.0897,281.08,160637
32540,2,0.32258,-196.441,0.0153,lower,0.0744,100.255,7.404,0.7882,322.9,1.0816,283.92,284422
32541,2,0.33065,-196.441,0.0102,lower,0.0066,101.23,7.422,0.7835,323.18,1.0912,282.37,938054
32542,2,0.33871,-196.441,0.0005,lower,-0.0134,101.518,6.984,0.8218,323.27,1.094,296.21,83426
32543,2,0.34677,-196.441,0.0325,lower,0.0319,100.865,6.919,0.7765,323.08,1.0876,279.8,313965
32544,2,0.35484,-196.441,-0.0099,lower,0.0289,100.91,6.301,0.7881,323.09,1.0881,283.99,213910
32545,2,0.3629,-196.441,0.007,lower,0.0232,100.991,7.388,0.7788,323.11,1.0888,280.63,468704
32546,2,0.37097,-196.441,0.0048,lower,0.0213,101.018,5.01,0.7817,323.12,1.0891,281.69,197948
32547,2,0.37903,-196.441,0.0308,lower,0.1045,99.821,5.607,0.7849,322.77,1.0774,282.7,451863
32548,2,0.3871,-196.441,0.0171,lower,0.0645,100.397,5.706,0.777,322.94,1.083,279.93,120211
32549,2,0.39516,-196.441,0.0224,lower,-0.0143,101.53,6.504,0.8165,323.27,1.0941,294.28,109452
32550,2,0.40323,-196.441,0.0026,lower,-0.0053,101.401,7.155,0.8052,323.23,1.0929,290.21,523328
32551,2,0.41129,-196.441,0.0334,lower,0.0219,101.01,5.343,0.7658,323.12,1.089,275.94,138537
32552,2,0.41935,-196.441,-0.0046,lower,-0.0156,101.55,7.474,0.8173,323.28,1.0943,294.59,309586
32553,2,0.42742,-196.441,-0.0073,lower,0.0567,100.509,4.668,0.7877,322.97,1.0841,283.78,345292
32554,2,0.43548,-196.441,-0.0216,lower,0.04,100.749,5.47,0.7823,323.04,1.0865,281.85,19345
32555,2,0.44355,-196.441,-0.0151,lower,0.0171,101.08,5.103,0.7751,323.14,1.0897,279.33,979719
32556,2,0.45161,-196.441,0.0023,lower,0.0912,100.013,6.021,0.7835,322.83,1.0793,282.19,480485
32557,2,0.45968,-196.441,0.0174,lower,0.0203,101.034,5.591,0.7804,323.13,1.0893,281.23,845616
32558,2,0.46774,-196.441,-0.006,lower,0.0262,100.948,5.671,0.7717,323.1,1.0884,278.08,333637
32559,2,0.47581,-196.441,0.0358,lower,0.0337,100.84,4.437,0.7838,323.07,1.0874,282.43,98989
32560,2,0.48387,-196.441,0.0015,lower,0.0002,101.322,4.512,0.7797,323.21,1.0921,281.0,605148
32561,2,0.49194,-196.441,-0.0234,lower,0.0809,100.16,3.961,0.7811,322.87,1.0807,281.34,528949
32562,2,0.5,-196.441,-0.0175,lower,0.0506,100.597,4.132,0.7835,323.0,1.085,282.27,863326
32563,2,0.50806,-196.441,0.0001,lower,0.0757,100.236,4.528,0.7851,322.89,1.0815,282.82,441682
32564,2,0.51613,-196.441,-0.0098,lower,0.0559,100.521,3.755,0.7862,322.98,1.0842,283.24,115111
32565,2,0.52419,-196.441,0.0073,lower,0.1234,99.55,4.243,0.7802,322.69,1.0747,280.96,458414
32566,2,0.53226,-196.441,-0.0154,lower,0.0433,100.702,6.255,0.7836,323.03,1.086,282.32,413337
32567,2,0.54032,-196.441,0.0102,lower,0.0098,101.184,3.772,0.7887,323.17,1.0907,284.22,265142
32568,2,0.54839,-196.441,0.0181,lower,0.091,100.016,3.225,0.7783,322.83,1.0793,280.35,987563
32569,2,0.55645,-196.441,-0.0136,lower,0.1166,99.648,3.143,0.78,322.72,1.0757,280.9,912957
32570,2,0.56452,-196.441,-0.009,lower,0.1732,98.833,3.746,0.7813,322.48,1.0677,281.25,41801
32571,2,0.57258,-196.441,-0.0146,lower,0.1094,99.751,4.792,0.7732,322.75,1.0767,278.45,150528
32572,2,0.58065,-196.441,0.0007,lower,0.206,98.361,3.113,0.7788,322.35,1.063,280.3,325374
32573,2,0.58871,-196.441,0.0265,lower,0.1509,99.154,3.478,0.7743,322.58,1.0708,278.79,132689
32574,2,0.59677,-196.441,0.0321,lower,0.2603,97.579,2.26,0.7746,322.12,1.0553,278.7,204335
32575,2,0.60484,-196.441,-0.0219,lower,0.338,96.461,4.229,0.7825,321.79,1.0443,281.38,668344
32576,2,0.6129,-196.441,0.0434,lower,0.3144,96.801,3.486,0.7873,321.89,1.0476,283.17,125996
32577,2,0.62097,-196.441,0.0334,lower,0.2245,98.095,2.921,0.7819,322.27,1.0604,281.39,954176
32578,2,0.62903,-196.441,0.0003,lower,0.2639,97.528,2.766,0.7844,322.1,1.0548,282.2,90063
32579,2,0.6371,-196.441,0.0199,lower,0.3434,96.384,2.225,0.7835,321.77,1.0435,281.76,598475
32580,2,0.64516,-196.441,0.006,lower,0.3195,96.728,3.874,0.7798,321.87,1.0469,280.44,957145
32581,2,0.65323,-196.441,-0.0108,lower,0.2914,97.132,3.222,0.782,321.99,1.0509,281.3,675863
32582,2,0.66129,-196.441,-0.0047,lower,0.287,97.195,2.05,0.7773,322.0,1.0515,279.62,343884
32583,2,0.66935,-196.441,0.0009,lower,0.2276,98.051,3.802,0.7837,322.25,1.06,282.03,121876
32584,2,0.67742,-196.441,0.0084,lower,0.3304,96.571,2.953,0.7736,321.82,1.0454,278.21,220711
32585,2,0.68548,-196.441,-0.0094,lower,0.3566,96.195,3.178,0.7751,321.71,1.0417,278.69,358116
32586,2,0.69355,-196.441,-0.0594,lower,0.3296,96.582,2.184,0.7801,321.83,1.0455,280.54,793584
32587,2,0.70161,-196.441,0.0025,lower,0.3128,96.824,3.004,0.7859,321.9,1.0479,282.64,545903
32588,2,0.70968,-196.441,-0.0113,lower,0.3201,96.719,2.038,0.776,321.87,1.0468,279.08,54258
32589,2,0.71774,-196.441,0.0125,lower,0.332,96.548,4.262,0.7751,321.82,1.0452,278.74,729376
32590,2,0.72581,-196.441,-0.0055,lower,0.3364,96.485,2.712,0.7838,321.8,1.0445,281.85,425698
32591,2,0.73387,-196.441,0.0049,lower,0.3155,96.785,2.619,0.7796,321.88,1.0475,280.38,106279
32592,2,0.74194,-196.441,-0.0191,lower,0.3111,96.849,2.856,0.7762,321.9,1.0481,279.17,248914
32593,2,0.75,-196.441,0.0155,lower,0.3585,96.168,3.629,0.7869,321.7,1.0414,282.95,256466
32594,2,0.75806,-196.441,0.0205,lower,0.4083,95.451,1.865,0.7744,321.49,1.0343,278.35,233386
32595,2,0.76613,-196.441,0.0222,lower,0.3042,96.948,1.705,0.7669,321.93,1.0491,275.84,171731
32596,2,0.77419,-196.441,-0.0187,lower,0.3682,96.027,2.669,0.7813,321.66,1.04,280.9,28995
32597,2,0.78226,-196.441,-0.0013,lower,0.3163,96.774,2.088,0.7823,321.88,1.0474,281.36,623253
32598,2,0.79032,-196.441,0.0283,lower,0.2848,97.227,2.364,0.7816,322.01,1.0519,281.16,909033
32599,2,0.79839,-196.441,0.0123,lower,0.3635,96.095,1.703,0.7755,321.68,1.0407,278.82,764955
32600,2,0.80645,-196.441,0.0134,lower,0.3529,96.247,1.591,0.7795,321.73,1.0422,280.3,775174
32601,2,0.81452,-196.441,0.0063,lower,0.3623,96.112,0.26,0.7804,321.69,1.0408,280.59,83029
32602,2,0.82258,-196.441,-0.0101,lower,0.2868,97.199,1.89,0.7789,322.01,1.0516,280.2,131686
32603,2,0.83065,-196.441,-0.0004,lower,0.3998,95.573,0.581,0.7774,321.53,1.0355,279.46,803108
32604,2,0.83871,-196.441,-0.0153,lower,0.3546,96.223,1.736,0.7854,321.72,1.0419,282.39,686423
32605,2,0.84677,-196.441,-0.0134,lower,0.3374,96.47,1.204,0.7741,321.79,1.0444,278.37,387347
32606,2,0.85484,-196.441,-0.0157,lower,0.3274,96.614,0.954,0.7718,321.83,1.0458,277.55,1247
32607,2,0.8629,-196.441,-0.0222,lower,0.3887,95.733,1.018,0.7757,321.58,1.0371,278.84,645770
32608,2,0.87097,-196.441,-0.0133,lower,0.3876,95.748,2.442,0.7818,321.58,1.0372,281.06,948888
32609,2,0.87903,-196.441,-0.0065,lower,0.3476,96.324,1.023,0.7812,321.75,1.0429,280.89,930677
32610,2,0.8871,-196.441,-0.0088,lower,0.3696,96.007,1.719,0.7896,321.66,1.0398,283.87,592668
32611,2,0.89516,-196.441,-0.0245,lower,0.3862,95.768,1.952,0.7798,321.59,1.0374,280.33,79669
32612,2,0.90323,-196.441,-0.006,lower,0.3194,96.73,0.715,0.7959,321.87,1.0469,286.25,4718
32613,2,0.91129,-196.441,-0.0035,lower,0.3476,96.324,2.548,0.7732,321.75,1.0429,278.02,815070
32614,2,0.91935,-196.441,0.0427,lower,0.3031,96.964,1.909,0.7782,321.94,1.0493,279.92,815584
32615,2,0.92742,-196.441,-0.0008,lower,0.3302,96.574,1.058,0.7758,321.82,1.0454,278.98,752057
32616,2,0.93548,-196.441,-0.0143,lower,0.3968,95.616,1.915,0.7745,321.54,1.0359,278.4,210288
32617,2,0.94355,-196.441,-0.0139,lower,0.3564,96.198,0.276,0.7706,321.71,1.0417,277.07,62505
32618,2,0.95161,-196.441,0.0303,lower,0.3627,96.107,1.865,0.7769,321.69,1.0408,279.33,739882
32619,2,0.95968,-196.441,0.0218,lower,0.3361,96.489,0.353,0.7772,321.8,1.0446,279.49,579295
32620,2,0.96774,-196.441,-0.0184,lower,0.3924,95.68,0.753,0.7756,321.56,1.0366,278.82,427147
32621,2,0.97581,-196.441,0.0011,lower,0.3848,95.788,0.235,0.7849,321.59,1.0376,282.19,357866
32622,2,0.98387,-196.441,-0.0318,lower,0.4338,95.084,1.132,0.7778,321.39,1.0307,279.52,271818
32623,2,0.99194,-196.441,-0.0101,lower,0.3678,96.033,2.173,0.7598,321.66,1.0401,273.19,175743
32624,2,1.0,-196.441,0.0117,lower,0.3641,96.087,2.158,0.7771,321.68,1.0406,279.4,906556
32625,2,0.0,-175.763,0.0142,lower,3.0928,56.825,18.155,0.7864,310.2,0.6382,277.64,641483
32626,2,0.00806,-175.763,-0.0188,lower,2.7247,62.121,18.248,0.786,311.75,0.6942,278.21,313124
32627,2,0.01613,-175.763,-0.0188,lower,2.5177,65.1,16.583,0.7806,312.62,0.7254,276.66,986908
32628,2,0.02419,-175.763,-0.0041,lower,2.1959,69.73,17.477,0.7803,313.97,0.7737,277.17,583976
32629,2,0.03226,-175.763,0.0226,lower,1.9446,73.346,15.942,0.7709,315.03,0.8111,274.29,689887
32630,2,0.04032,-175.763,0.0018,lower,1.7248,76.508,15.096,0.7976,315.96,0.8436,284.2,957489
32631,2,0.04839,-175.763,0.0062,lower,1.5224,79.421,16.581,0.7779,316.81,0.8733,277.58,695016
32632,2,0.05645,-175.763,-0.0038,lower,1.3918,81.3,15.488,0.7849,317.36,0.8925,280.29,992067
32633,2,0.06452,-175.763,-0.0233,lower,1.1821,84.316,15.288,0.7816,318.24,0.923,279.5,775579
32634,2,0.07258,-175.763,0.037,lower,1.031,86.49,13.98,0.7857,318.87,0.9449,281.28,645172
32635,2,0.08065,-175.763,-0.0078,lower,0.9297,87.949,14.732,0.7835,319.3,0.9596,280.66,748185
32636,2,0.08871,-175.763,0.0133,lower,0.8404,89.233,13.696,0.7773,319.68,0.9724,278.59,424541
32637,2,0.09677,-175.763,0.0115,lower,0.7077,91.142,12.31,0.775,320.23,0.9915,278.02,219791
32638,2,0.10484,-175.763,-0.0141,lower,0.7211,90.95,12.214,0.7757,320.18,0.9896,278.24,454381
32639,2,0.1129,-175.763,0.005,lower,0.5764,93.032,14.002,0.7808,320.79,1.0103,280.34,679012
32640,2,0.12097,-175.763,-0.0118,lower,0.4998,94.133,13.205,0.7814,321.11,1.0213,280.69,893120
32641,2,0.12903,-175.763,0.0164,lower,0.4673,94.602,13.755,0.7744,321.25,1.0259,278.23,575591
32642,2,0.1371,-175.763,-0.0145,lower,0.3866,95.763,12.552,0.7897,321.59,1.0374,283.89,179350
32643,2,0.14516,-175.763,-0.0045,lower,0.3672,96.042,12.691,0.7924,321.67,1.0402,284.91,653267
32644,2,0.15323,-175.763,-0.0133,lower,0.3311,96.561,11.703,0.7649,321.82,1.0453,275.07,168841
32645,2,0.16129,-175.763,-0.0354,lower,0.2452,97.797,11.019,0.7776,322.18,1.0575,279.8,981509
32646,2,0.16935,-175.763,-0.0245,lower,0.2714,97.42,12.262,0.7827,322.07,1.0538,281.58,102557
32647,2,0.17742,-175.763,0.0291,lower,0.2206,98.151,10.949,0.7752,322.28,1.061,278.99,960439
32648,2,0.18548,-175.763,0.0012,lower,0.1902,98.588,9.757,0.7713,322.41,1.0653,277.64,994242
32649,2,0.19355,-175.763,-0.0106,lower,0.1991,98.46,10.829,0.7785,322.37,1.064,280.21,827400
32650,2,0.20161,-175.763,0.0338,lower,0.1416,99.288,11.179,0.7894,322.62,1.0721,284.25,477115
32651,2,0.20968,-175.763,0.0355,lower,0.1788,98.753,10.738,0.7764,322.46,1.0669,279.5,423800
32652,2,0.21774,-175.763,0.0234,lower,0.1026,99.849,9.437,0.7806,322.78,1.0776,281.13,450855
32653,2,0.22581,-175.763,0.0255,lower,0.081,100.16,9.065,0.7779,322.87,1.0807,280.2,589472
32654,2,0.23387,-175.763,-0.0058,lower,0.1131,99.698,9.087,0.7742,322.74,1.0762,278.81,950258
32655,2,0.24194,-175.763,0.0107,lower,0.0673,100.357,9.875,0.7807,322.93,1.0826,281.24,968104
32656,2,0.25,-175.763,-0.0137,lower,0.1471,99.208,9.432,0.7885,322.59,1.0714,283.9,863267
32657,2,0.25806,-175.763,-0.0103,lower,0.12,99.599,8.383,0.7767,322.71,1.0752,279.7,812166
32658,2,0.26613,-175.763,0.0043,lower,0.1044,99.823,8.196,0.7927,322.77,1.0774,285.5,976045
32659,2,0.27419,-175.763,-0.0003,lower,0.0577,100.495,9.26,0.7776,322.97,1.084,280.13,197067
32660,2,0.28226,-175.763,-0.0132,lower,0.018,101.066,9.131,0.7823,323.14,1.0896,281.9,102676
32661,2,0.29032,-175.763,-0.004,lower,0.0608,100.45,7.526,0.7835,322.96,1.0836,282.28,821182
32662,2,0.29839,-175.763,0.0165,lower,0.0606,100.454,7.335,0.7861,322.96,1.0836,283.21,307101
32663,2,0.30645,-175.763,-0.0073,lower,0.0377,100.783,7.867,0.7785,323.05,1.0868,280.51,964912
32664,2,0.31452,-175.763,-0.018,lower,0.0616,100.439,7.244,0.7841,322.95,1.0834,282.49,286035
32665,2,0.32258,-175.763,-0.0149,lower,0.0491,100.619,7.278,0.776,323.01,1.0852,279.58,715106
32666,2,0.33065,-175.763,0.0142,lower,0.0505,100.598,6.541,0.7845,323.0,1.085,282.63,809646
32667,2,0.33871,-175.763,-0.0174,lower,0.068,100.346,7.531,0.7797,322.93,1.0825,280.87,164958
32668,2,0.34677,-175.763,0.0267,lower,0.0295,100.901,5.654,0.7701,323.09,1.088,277.49,746393
32669,2,0.35484,-175.763,-0.0142,lower,0.055,100.534,6.458,0.7836,322.98,1.0844,282.31,233435
32670,2,0.3629,-175.763,0.0209,lower,0.0161,101.093,6.865,0.7813,323.14,1.0899,281.57,437895
32671,2,0.37097,-175.763,0.0254,lower,0.0224,101.003,5.63,0.7849,323.12,1.089,282.83,77270
32672,2,0.37903,-175.763,-0.0272,lower,0.0872,100.07,6.861,0.7723,322.85,1.0798,278.17,560081
32673,2,0.3871,-175.763,0.0078,lower,-0.0192,101.601,4.981,0.8157,323.29,1.0948,294.03,227396
32674,2,0.39516,-175.763,0.0099,lower,0.0068,101.227,6.604,0.7821,323.18,1.0912,281.85,361484
32675,2,0.40323,-175.763,-0.0119,lower,-0.0093,101.459,6.517,0.8131,323.25,1.0934,293.06,45051
32676,2,0.41129,-175.763,-0.0152,lower,0.0217,101.013,5.433,0.7814,323.12,1.0891,281.58,22333
32677,2,0.41935,-175.763,-0.0004,lower,0.0311,100.877,4.447,0.7816,323.08,1.0877,281.65,620691
32678,2,0.42742,-175.763,0.0047,lower,0.0375,100.785,5.08,0.7821,323.05,1.0868,281.81,841490
32679,2,0.43548,-175.763,0.0503,lower,0.0203,101.033,5.285,0.7747,323.13,1.0893,279.17,389085
32680,2,0.44355,-175.763,-0.0106,lower,0.0443,100.687,5.145,0.7777,323.03,1.0859,280.2,691028
32681,2,0.45161,-175.763,-0.0197,lower,0.0146,101.115,4.719,0.7831,323.15,1.0901,282.21,147900
32682,2,0.45968,-175.763,-0.0245,lower,-0.0381,101.874,5.174,0.8489,323.37,1.0975,306.03,726588
32683,2,0.46774,-175.763,-0.0117,lower,-0.0208,101.625,5.746,0.8272,323.3,1.0951,298.15,817484
32684,2,0.47581,-175.763,0.0011,lower,0.0588,100.478,5.684,0.7745,322.96,1.0838,279.02,243555
32685,2,0.48387,-175.763,-0.0673,lower,0.0819,100.146,4.534,0.7902,322.87,1.0806,284.63,116104
32686,2,0.49194,-175.763,0.0147,lower,0.0143,101.119,4.859,0.7863,323.15,1.0901,283.35,832141
32687,2,0.5,-175.763,0.015,lower,0.0005,101.318,3.984,0.7617,323.21,1.0921,274.53,310924
32688,2,0.50806,-175.763,0.0134,lower,0.0655,100.382,3.096,0.7748,322.94,1.0829,279.11,126266
32689,2,0.51613,-175.763,-0.0184,lower,0.1433,99.263,4.042,0.7797,322.61,1.0719,280.74,515597
32690,2,0.52419,-175.763,0.0164,lower,0.0213,101.018,4.68,0.7759,323.12,1.0891,279.59,336374
32691,2,0.53226,-175.763,0.025,lower,0.0267,100.941,3.161,0.7778,323.1,1.0884,280.26,671990
32692,2,0.54032,-175.763,0.005,lower,0.0367,100.798,5.37,0.779,323.06,1.087,280.68,548824
32693,2,0.54839,-175.763,-0.0098,lower,0.0415,100.728,4.251,0.7878,323.04,1.0863,283.85,622630
32694,2,0.55645,-175.763,0.0038,lower,0.1235,99.549,2.232,0.78,322.69,1.0747,280.89,617968
32695,2,0.56452,-175.763,-0.0089,lower,0.1023,99.853,3.107,0.7799,322.78,1.0777,280.88,556725
32696,2,0.57258,-175.763,-0.0009,lower,0.1772,98.775,4.209,0.7787,322.47,1.0671,280.33,352153
32697,2,0.58065,-175.763,-0.0264,lower,0.1811,98.719,2.423,0.7787,322.45,1.0666,280.31,75050
32698,2,0.58871,-175.763,0.0153,lower,0.2401,97.871,3.175,0.7771,322.2,1.0582,279.65,308235
32699,2,0.59677,-175.763,-0.0069,lower,0.2659,97.5,3.141,0.7767,322.09,1.0545,279.43,275126
32700,2,0.60484,-175.763,-0.0079,lower,0.2818,97.27,4.442,0.7779,322.03,1.0523,279.86,364024
32701,2,0.6129,-175.763,-0.0166,lower,0.2942,97.092,3.647,0.7819,321.97,1.0505,281.26,272731
32702,2,0.62097,-175.763,-0.0012,lower,0.2834,97.248,2.09,0.7778,322.02,1.0521,279.79,779448
32703,2,0.62903,-175.763,-0.0127,lower,0.3318,96.55,3.473,0.7802,321.82,1.0452,280.57,980926
32704,2,0.6371,-175.763,0.0107,lower,0.3136,96.813,4.45,0.7742,321.89,1.0478,278.46,492033
32705,2,0.64516,-175.763,0.0064,lower,0.3195,96.728,2.735,0.7743,321.87,1.0469,278.47,888882
32706,2,0.65323,-175.763,0.0094,lower,0.3203,96.716,3.023,0.7748,321.86,1.0468,278.66,868431
32707,2,0.66129,-175.763,0.0038,lower,0.3319,96.55,3.814,0.7773,321.82,1.0452,279.54,719606
32708,2,0.66935,-175.763,0.0123,lower,0.3423,96.399,3.049,0.7873,321.77,1.0437,283.11,504142
32709,2,0.67742,-175.763,0.0047,lower,0.3267,96.624,1.277,0.7765,321.84,1.0459,279.24,926812
