seq,session,level,module,msg_code,iter,elapsed_raw,resid_cont,resid_mom,resid_energy,cells_k,mem_mb,cpu_pct,gpu_util,node_id,rank,thread,queue_depth,retry,flag,checksum,note,free_text
3786,sess-D,WARN,bc,7033,1060,5.093,0.00022108602644194879,0.0008025420473878988,1.7138418781437917e-05,1688,11176,73.6,20.2,28,47,20,6,3,1,94c8f42f,ok,step 3786 div
3787,sess-C,INFO,chem,7818,2645,23.581,4.97194914131279e-05,0.0016298045780353883,1.0742375836826294e-05,3886,20138,76.6,90.2,20,123,55,3,0,1,23c68116,ok,step 3787 div
3788,sess-A,INFO,bc,4750,3483,11.634,0.0006722921277497353,0.004580557388404752,1.6773828585415676e-05,2845,7053,24.4,0.3,37,100,17,24,1,0,db62e57a,ok,step 3788 conv
3789,sess-B,DEBUG,chem,2088,4394,9.86,0.0019369950501126798,0.00022300488104867952,0.00010627928949866864,3968,29506,94.5,78.8,41,56,44,14,3,0,3d7e626b,clamp,step 3789 hold
3790,sess-A,TRACE,io,1377,312,1.778,0.0009703210915243569,5.935871895500923e-05,1.5205769533014647e-05,1039,26087,45.4,88.5,37,8,59,16,1,0,b928485a,ok,step 3790 flux
3791,sess-B,INFO,turb,5378,2415,16.362,0.0019102903391965064,0.0006527615337991734,4.6262732644329e-05,3143,1135,15.3,12.9,23,217,26,6,2,1,a2acb273,skip,step 3791 div
3792,sess-A,INFO,io,4414,2238,8.793,5.440953989854889e-05,0.001118661225673926,9.625835038935517e-05,3078,10709,98.4,2.2,3,180,3,37,3,0,2078d73d,skip,step 3792 div
3793,sess-B,WARN,mesh,4561,4565,13.453,0.001176693423458094,0.0012872513197576473,3.06707798859893e-05,2256,30844,63.2,95.2,22,6,54,34,3,1,f27c618d,skip,step 3793 hold
3794,sess-D,INFO,chem,4660,4746,19.707,0.00010850054570553752,6.962066524549708e-05,0.00012687151101139973,1145,7262,21.2,56.3,7,23,32,56,3,1,87442649,ok,step 3794 flux
3795,sess-B,INFO,bc,6043,486,1.581,0.00031091770316487433,0.00023828258585161598,9.687137332009436e-05,1197,18526,30.5,85.9,14,156,30,56,0,0,05a87d16,stall,step 3795 conv
3796,sess-B,INFO,alloc,8920,1394,2.763,0.0008114422179593404,0.00032813159921814435,0.00037905144965465757,2994,6378,56.5,51.0,10,18,12,43,0,1,629e85be,stall,step 3796 hold
3797,sess-D,DEBUG,alloc,7069,138,22.386,0.002693984286056329,0.0005487068409194467,0.00018759692855057546,3607,19183,67.3,87.4,42,68,6,42,2,1,e6ae9c7a,ok,step 3797 div
3798,sess-C,WARN,solver,8939,1367,2.077,0.000843779584154391,0.000620549319716663,8.451024631556215e-05,1603,16380,60.7,57.2,27,222,52,58,1,1,ecf8a1e9,stall,step 3798 div
3799,sess-C,INFO,mesh,9532,4596,9.899,0.0006891394267695088,0.00032940060047942057,1.2565673015783141e-05,1916,3969,92.7,83.3,44,127,36,10,2,0,a490fc46,skip,step 3799 hold
3800,sess-A,INFO,mesh,2302,3319,13.456,0.0034317589821199327,0.0025821319412881907,6.489466461726064e-06,3397,21739,73.0,67.1,30,171,54,53,3,1,d114723e,retry,step 3800 conv
3801,sess-B,DEBUG,turb,7204,4945,4.573,0.0017817166356315515,0.0011754866612738834,1.4048432473050405e-05,2501,17126,91.0,22.7,21,53,34,24,0,0,983bb20d,retry,step 3801 conv
3802,sess-C,ERROR,chem,9113,1471,1.901,7.83652021511384e-05,0.00039939756562826635,5.8155811173351574e-05,2675,11717,27.9,31.7,12,225,28,60,2,1,679a6988,stall,step 3802 div
3803,sess-C,WARN,bc,6530,1419,1.235,2.2449375995933917e-05,0.0001643074935393728,0.0001829632501069214,3782,21413,59.7,79.4,41,96,55,60,2,0,bf2e2837,stall,step 3803 flux
3804,sess-D,WARN,mesh,7552,4403,6.187,0.0007210242067113645,0.0002666348719862489,3.153961012917139e-06,1654,9069,19.4,21.6,45,74,47,63,1,1,0260e44b,skip,step 3804 hold
3805,sess-C,WARN,mesh,9734,2022,17.155,0.0015336497637096671,0.000490631824813297,0.00022590336112611716,3393,18933,24.4,70.9,34,40,43,9,2,1,23322609,retry,step 3805 hold
3806,sess-A,DEBUG,bc,8930,3505,5.553,0.003162160822153344,0.0013880092103849796,5.7252706874207095e-06,3694,7824,84.6,42.1,33,90,44,16,3,1,b60d0b32,clamp,step 3806 hold
3807,sess-D,INFO,alloc,6663,1294,3.078,0.0006599162344777148,4.7331386987564414e-05,0.00010013095733695494,2998,27225,81.1,19.4,14,23,40,35,0,1,835b4eb6,ok,step 3807 conv
3808,sess-D,INFO,solver,9093,2249,4.086,0.002410797256762692,0.000385237168589173,6.559837682707855e-05,2263,8941,32.7,0.4,9,178,45,46,1,1,a7e8a481,,step 3808 conv
3809,sess-C,INFO,bc,6619,1520,1.909,0.0003475475171633903,0.0004878971563755426,3.287336690718212e-05,3140,6063,65.9,67.8,4,49,17,4,0,1,4bee892f,retry,step 3809 conv
3810,sess-C,INFO,turb,4215,732,1.006,5.04751980456623e-06,0.00237535846428831,0.0001393216163436134,2255,5623,25.3,12.0,40,89,56,22,1,1,a84e95f7,skip,step 3810 flux
3811,sess-C,DEBUG,alloc,5675,3987,5.685,0.0005030779134470455,0.002433939990604418,2.3892836177694876e-05,4079,26471,52.5,97.9,17,4,49,59,2,0,08543313,skip,step 3811 flux
3812,sess-C,INFO,alloc,5300,3966,1.311,0.0030624513547437807,0.0005109982493711265,5.531389024890189e-05,1111,14458,92.2,49.7,31,247,28,8,0,0,2a869b8c,ok,step 3812 hold
3813,sess-C,INFO,io,5336,452,5.547,0.0001786670436875609,0.0005565922344186818,5.62451309336825e-05,822,28762,68.3,45.4,20,136,49,28,1,1,2a5d4c32,clamp,step 3813 conv
3814,sess-C,INFO,alloc,9633,3902,15.824,0.00014716914043957224,0.0008779028714371556,3.412729017061363e-05,2007,3706,98.9,12.8,6,226,37,6,2,0,a618073c,clamp,step 3814 flux
3815,sess-D,INFO,chem,5392,1084,10.094,0.000482481416529381,0.003358629152372728,0.00013843453656061944,2374,5047,42.8,25.2,21,192,54,12,2,0,fcc7604a,skip,step 3815 hold
3816,sess-D,DEBUG,post,4816,1804,5.046,0.002049390626089521,0.0003627747085616781,0.00010002757653066019,824,8606,32.5,88.6,29,239,53,62,1,1,88e41199,skip,step 3816 flux
3817,sess-A,INFO,post,3359,1922,29.189,0.0016165188451093375,0.00019106577196257874,0.00013982672710992385,1677,31375,14.1,85.5,29,161,37,29,0,1,f620a035,clamp,step 3817 conv
3818,sess-A,INFO,turb,2294,4988,15.979,0.0010520525371900814,0.0013362122081960169,8.672967964914717e-05,2091,18657,74.1,85.0,20,104,55,26,3,1,e04dc388,,step 3818 conv
3819,sess-A,INFO,alloc,5684,1934,0.12,0.0012999286366992655,0.003692552793674754,5.6303603299810506e-05,1688,31554,33.4,51.3,8,240,12,63,3,1,3ffd1e11,retry,step 3819 div
3820,sess-C,INFO,post,5892,1410,5.241,0.0007878222191834794,0.0001915820678279772,0.00015343776266731656,3553,25649,46.4,1.4,34,198,51,31,2,0,89af3394,skip,step 3820 conv
3821,sess-B,WARN,alloc,2699,3372,16.698,0.0007091926914688414,0.0006516345797422577,7.840780896132162e-05,1339,1156,92.3,59.7,1,148,32,21,2,0,0932274e,ok,step 3821 div
3822,sess-D,INFO,post,6258,4032,2.504,0.0038747788079235576,1.998650906810309e-05,0.00020291651347294272,3400,9813,24.3,9.0,47,232,44,57,0,1,0dc871d9,clamp,step 3822 div
3823,sess-A,DEBUG,bc,7706,4057,13.367,0.00037346815057689515,0.0004717091856653771,3.5101144495186424e-06,1299,23621,66.7,98.3,22,67,25,19,3,1,0d818ee0,skip,step 3823 div
3824,sess-D,INFO,post,7890,3150,37.042,0.0005661135314544191,0.0007017607049435731,8.178211844775492e-05,3252,13947,68.8,3.7,28,0,1,11,1,0,d3c1b6b0,retry,step 3824 div
3825,sess-C,INFO,alloc,6740,1695,14.214,8.5373271917653e-05,0.0005316128253500564,4.6883207369618166e-05,1739,14992,95.1,44.0,37,211,11,27,3,1,80b37052,stall,step 3825 conv
3826,sess-D,INFO,bc,5931,1532,38.976,0.0009071849595799988,0.0007693088585083445,0.00014960136613047313,1346,6331,49.4,14.1,4,25,13,20,2,1,635255c2,skip,step 3826 conv
3827,sess-B,DEBUG,io,5124,445,24.692,0.00015781217021172637,0.00016673986957074677,0.00021617100594731602,3986,19812,79.1,26.7,3,29,27,30,1,0,b5afb276,clamp,step 3827 hold
3828,sess-B,INFO,post,6139,4070,29.475,0.0018096194490097293,0.0011642866933055686,0.00023228278157658342,2768,24921,66.1,0.4,2,5,57,60,2,1,a8a26876,clamp,step 3828 flux
3829,sess-C,INFO,post,7109,462,15.605,0.0006484023490486489,0.0006673929100782469,0.00010521489793270467,1785,30689,75.0,81.6,32,211,13,48,3,0,0d7588f0,,step 3829 hold
3830,sess-D,INFO,turb,7657,3158,9.795,0.0021628285948151423,0.0005654948293468263,0.00013607227089757075,1427,29245,16.4,86.8,2,0,31,13,1,1,a1462205,stall,step 3830 div
3831,sess-A,WARN,io,2696,3606,19.462,0.001823176673333865,0.0008437489076152529,0.0001944000250716087,3887,29415,93.2,56.8,38,156,52,51,2,0,0c90e36a,,step 3831 conv
3832,sess-D,DEBUG,chem,3270,1038,12.235,0.0010775701002825855,0.00011056884325725348,0.00015294373356309916,3113,28741,41.4,57.6,24,143,1,62,3,0,23a6fd45,,step 3832 hold
3833,sess-C,INFO,chem,1510,2932,5.408,0.0002442946512631876,0.0009075661329808476,0.00015225638093330609,3206,2892,53.4,33.1,8,95,39,18,3,0,76761750,,step 3833 flux
3834,sess-C,DEBUG,io,4065,1203,42.818,0.00022439094247339307,0.00011846850116614764,0.00020083231823023634,848,22013,42.5,55.5,2,157,58,9,3,0,7ba0ec42,retry,step 3834 flux
3835,sess-C,INFO,io,3617,514,4.894,0.00022846548348904466,0.00044353685306384766,3.299389980170399e-05,2706,14558,53.1,64.9,27,153,5,7,2,1,5568e6a6,stall,step 3835 div
3836,sess-A,DEBUG,post,9290,1247,12.266,0.001413448394218484,1.0038913261406435e-05,0.0001348500300540375,2003,21846,82.5,88.5,41,188,18,12,3,0,7921a345,clamp,step 3836 conv
3837,sess-C,INFO,alloc,3712,4071,2.638,0.0012395388421168332,0.0014461933392621528,7.278075832891551e-05,2783,21293,26.1,7.6,23,218,15,23,3,1,caf2b06a,ok,step 3837 hold
3838,sess-A,TRACE,alloc,6142,2244,5.049,0.000773098919804921,0.0022132188328915247,0.00023943634462941216,4169,1261,41.4,68.7,3,177,43,30,0,1,807a8561,skip,step 3838 conv
3839,sess-C,WARN,post,2150,4449,5.78,0.0005518260997975281,0.0007810089584220594,3.967411125875112e-05,3602,7698,71.3,6.4,4,55,52,14,2,1,bdeb6df2,clamp,step 3839 flux
3840,sess-C,INFO,solver,3844,1316,2.063,0.00016952466197605142,0.001156518679922054,1.9205652719973408e-05,3693,23776,98.9,56.9,28,75,12,31,3,1,6272e8ec,ok,step 3840 div
3841,sess-A,INFO,alloc,7443,4967,12.943,0.003937501113540303,0.0012022292177434404,4.522249193909111e-05,2634,13625,80.1,24.2,35,77,11,16,2,1,49d7a2ae,ok,step 3841 flux
3842,sess-A,INFO,post,6900,1102,0.265,9.491628807532519e-05,0.001969038870621536,0.00035896775670877335,3452,19311,77.6,46.5,30,116,9,4,2,0,ebb06940,ok,step 3842 div
3843,sess-B,DEBUG,turb,9839,4517,34.802,0.0009239561946101078,0.0008135279832055368,0.00018245326313419806,2550,9197,62.2,28.1,22,91,12,58,2,0,34644241,stall,step 3843 flux
3844,sess-B,TRACE,post,9401,2778,12.069,0.0006248751445003461,0.0026640223466603634,4.4876885753530806e-05,3223,18987,37.3,94.7,45,254,59,21,1,0,a47b4b56,ok,step 3844 conv
3845,sess-B,INFO,io,6701,3652,4.331,0.0005062901571985331,0.0022373071885317805,0.00010033631990555532,1829,17698,33.7,83.6,38,206,0,47,3,1,f9360ce3,stall,step 3845 flux
3846,sess-D,INFO,post,5629,4936,4.443,0.0018280177345396235,0.0002916973544517103,1.3223699459630842e-05,3610,626,76.0,96.7,6,183,61,60,0,1,bb991a14,clamp,step 3846 div
3847,sess-C,WARN,mesh,6897,286,6.271,0.00041365208348616457,0.0020075747345637265,8.98229245619463e-05,3483,7737,85.3,39.1,33,221,15,28,0,0,8be86690,ok,step 3847 conv
3848,sess-B,INFO,turb,6524,2567,6.859,0.00043152347359561895,0.0023674167968344485,1.897108869363165e-05,3570,19449,83.3,69.3,15,114,23,5,0,1,a3581564,ok,step 3848 hold
3849,sess-C,WARN,alloc,1336,643,2.693,8.318816578645881e-05,0.0002341038020071541,2.452360172107574e-05,4057,24468,43.8,20.6,31,43,49,56,1,1,0a7de040,stall,step 3849 flux
3850,sess-A,WARN,turb,9735,1040,11.285,0.0017352267111106247,0.00027125017464764087,8.983924307555226e-05,2548,31591,66.1,89.6,26,157,40,19,0,1,0803ee96,ok,step 3850 hold
3851,sess-D,WARN,alloc,8984,2548,0.74,0.0005192593348924545,0.0002935239617377322,0.00019757822002158755,3752,1087,64.3,95.6,41,11,42,43,2,0,4a7ffff7,,step 3851 conv
3852,sess-B,INFO,post,6497,1761,8.43,0.0001714350175830593,0.0033886602551318895,0.00010133058606606142,3880,28891,20.0,30.6,25,168,43,5,3,0,2fc051b6,clamp,step 3852 flux
3853,sess-B,INFO,mesh,1438,3385,21.559,0.0009435540739789919,0.002184472718705927,4.072248528783091e-05,3306,24821,37.9,35.1,16,48,45,25,0,1,e7ee75af,skip,step 3853 conv
3854,sess-D,DEBUG,io,4623,2624,14.04,0.0003365066914654819,0.003230923105921159,2.768419717387755e-05,1378,28030,15.7,62.4,39,77,63,60,0,0,31d65e4f,,step 3854 div
3855,sess-B,INFO,turb,5507,1040,19.577,0.0004971798112723585,0.0005772537733766639,0.00014649042047222829,3657,24500,50.0,44.7,23,49,38,25,1,0,3eae78ef,ok,step 3855 div
3856,sess-B,WARN,alloc,9398,685,33.906,0.0018274467901357042,0.00016096834618029262,0.00012137313037488192,2621,21911,20.4,99.9,5,38,12,13,3,0,3972139f,,step 3856 div
3857,sess-B,ERROR,chem,2061,4271,0.89,0.0007969302427573529,0.0003835248644326376,7.084892667937379e-05,1434,5014,21.5,27.6,34,103,14,11,1,1,7f3e7010,clamp,step 3857 flux
3858,sess-D,INFO,chem,6123,20,25.715,0.003373799383993234,0.0002736844744926058,1.0662087164545068e-05,2297,1071,71.1,35.1,42,203,1,9,1,0,eb5df3be,ok,step 3858 conv
3859,sess-A,INFO,mesh,1523,185,26.481,0.001051347395625313,0.00034507403949148155,7.634208319657247e-06,2653,23177,32.3,30.5,14,96,39,27,1,0,e0cf5899,clamp,step 3859 flux
3860,sess-B,INFO,turb,9828,202,10.771,0.0011867911563654535,0.0015175520097863906,0.00013215695596535554,928,26525,60.7,9.4,44,101,42,18,0,1,1c0fb05b,skip,step 3860 flux
3861,sess-A,DEBUG,post,3168,3467,58.019,7.027267002454611e-05,0.0014228725908262529,0.0004298072077437376,1599,14844,86.6,74.2,16,174,35,40,2,1,cd88017f,ok,step 3861 flux
3862,sess-A,INFO,turb,2416,3850,11.485,0.0015916106553047267,4.033871313183737e-05,6.808370007246246e-05,3326,25606,38.3,6.1,9,170,51,33,0,0,cc45b34f,skip,step 3862 conv
3863,sess-B,INFO,solver,6621,222,3.853,0.0015458129175761031,1.3540452402630758e-05,2.0621567397607883e-05,3496,17339,60.2,46.5,39,133,11,3,0,1,4fc37d10,retry,step 3863 flux
3864,sess-B,INFO,io,3994,1337,0.332,0.0006930675078042046,6.343564626054488e-05,0.00011423848811262452,1311,18936,62.0,64.4,20,33,1,62,1,1,f997e0c4,clamp,step 3864 flux
3865,sess-D,WARN,alloc,6016,1193,12.754,0.0008842777717462504,0.0020650800610315955,6.690884840905826e-05,2057,28967,26.5,92.7,39,235,10,20,3,0,57f8f829,retry,step 3865 div
3866,sess-C,INFO,post,1747,1375,2.7,0.001368092080079379,8.319174361964382e-05,8.827538880340113e-06,2719,15734,79.0,85.0,2,161,23,35,0,1,5a2eed0b,,step 3866 hold
3867,sess-A,INFO,chem,2395,2058,33.649,0.001306222430290055,0.0015945320497790458,1.371979069888226e-05,2279,9413,40.4,99.4,15,75,4,30,3,1,41831d81,retry,step 3867 div
3868,sess-B,ERROR,post,6678,3114,2.175,0.0007094579205126708,0.0013581582341503356,0.0001342951980180803,1936,5011,94.0,47.9,32,228,22,37,1,0,97641774,skip,step 3868 conv
3869,sess-C,INFO,mesh,3035,4722,8.723,0.0004618463623948808,0.0003998066799542771,4.072582687925563e-05,3674,4148,42.2,67.4,37,239,39,55,2,0,419aed94,stall,step 3869 hold
3870,sess-C,WARN,solver,2788,1536,8.599,0.0004899076987436049,0.0011084045997846064,1.6321794944773726e-05,2317,30617,88.4,76.4,4,65,33,25,0,1,2d8bc213,,step 3870 conv
3871,sess-D,INFO,turb,6264,2032,12.573,0.0014705484733207963,0.0007819976569614412,3.457651044851784e-05,3989,9826,30.2,85.7,29,14,33,33,1,1,af5cbd66,clamp,step 3871 conv
3872,sess-A,INFO,alloc,8382,4704,2.911,0.0007129599235922587,0.001996229849360062,6.411309104078518e-05,1408,7775,86.9,29.8,45,174,41,53,2,0,17e80f72,ok,step 3872 flux
3873,sess-B,DEBUG,turb,3747,3462,9.599,0.0004951898302775434,0.002015848108579517,0.000172694531370678,2604,31065,25.0,53.7,10,82,32,63,2,0,c3945426,skip,step 3873 hold
3874,sess-B,INFO,chem,1954,1695,3.093,0.00021105636008886643,0.0012194084233212632,7.599232116479487e-05,3934,10847,16.5,34.5,22,151,54,5,0,0,e5097452,ok,step 3874 conv
3875,sess-D,INFO,alloc,7869,1668,3.124,0.0017134029599367184,0.001337785884729703,0.00012897342513431062,1281,26828,68.3,72.0,3,216,27,6,2,0,4733d278,skip,step 3875 flux
3876,sess-B,INFO,io,2630,264,7.485,0.0005810709881117458,0.0001622443178905339,2.40383393995175e-05,1964,9628,95.4,56.1,11,176,41,59,3,0,bf3543ce,clamp,step 3876 div
3877,sess-C,DEBUG,post,7336,2257,21.002,0.00247093353424439,0.00018238971429107765,1.3084222159368093e-05,1930,21298,82.0,1.4,36,198,7,56,2,0,24840761,,step 3877 div
3878,sess-B,INFO,post,9483,3413,16.444,0.002630793253060964,0.001730960862289632,1.6124240001854524e-05,3830,18813,74.9,98.3,47,123,49,6,3,0,fb7e5cf6,retry,step 3878 flux
3879,sess-A,ERROR,mesh,9147,3056,43.36,0.0029547379623314795,0.0004959365054525218,5.853188310718969e-05,3593,643,46.2,85.4,7,77,58,63,2,0,3d0836ad,,step 3879 conv
3880,sess-A,INFO,mesh,8646,526,10.066,0.000487853270272925,0.0019453925104260493,8.729863963486193e-06,3238,32223,38.4,25.9,2,133,60,30,0,0,08a4811a,stall,step 3880 flux
3881,sess-D,WARN,mesh,7044,1469,0.467,0.0008603463019217538,3.795252968997208e-05,5.42959244995631e-05,2710,11158,91.7,6.0,25,20,8,14,2,1,f624698a,ok,step 3881 flux
3882,sess-B,INFO,turb,2667,1426,32.154,0.000490660578513524,0.00011657609413611788,1.0596462112957407e-06,1698,30698,96.9,44.1,35,218,22,33,3,1,e6416545,stall,step 3882 hold
3883,sess-C,INFO,io,1776,4480,22.57,0.0013575877371939673,0.0016666079819981474,6.171362020722241e-05,2992,27047,17.1,68.1,37,61,38,40,0,0,56d0de44,retry,step 3883 flux
3884,sess-D,WARN,mesh,8818,4473,5.457,4.245686913608527e-06,0.00036368942203699394,0.00022195860018269352,3326,3029,13.7,54.1,10,199,32,6,3,0,5245c41d,stall,step 3884 conv
3885,sess-A,WARN,post,9043,2064,4.717,0.000619576027842566,0.00027256961910390336,0.00010958717282149182,3738,7294,61.5,29.8,33,126,49,15,3,1,6eac5db1,,step 3885 hold
3886,sess-D,INFO,bc,5954,1179,17.001,0.0006107443914754073,0.00024241000567196984,2.8013573796329445e-05,1338,5457,79.0,49.7,13,118,62,19,3,0,6c73426a,retry,step 3886 div
3887,sess-D,DEBUG,bc,9655,4164,7.702,0.0009398457988155985,0.00016186354452669033,3.0921492722601487e-05,2303,26592,71.7,65.9,25,145,50,51,3,0,4cc12087,stall,step 3887 hold
3888,sess-D,ERROR,mesh,2240,822,24.261,0.0009010586533910874,0.0002800494464770126,0.00022071543984469378,3318,3146,73.4,57.5,36,74,30,28,1,0,d2513cc4,clamp,step 3888 hold
3889,sess-D,INFO,post,3071,870,16.989,0.00042937519055572307,0.00042500854096407437,1.405654279709212e-05,4041,889,76.3,67.3,36,4,63,43,1,0,c1eab6e9,skip,step 3889 flux
3890,sess-B,INFO,turb,1478,4558,1.222,0.003301174352123564,0.00023758514905214008,0.00014621001013491477,1982,9566,92.4,87.9,46,163,3,51,2,1,287b6210,retry,step 3890 conv
3891,sess-D,INFO,chem,2677,77,44.475,0.00041049655374457823,0.0019850752921631624,4.696539076816499e-05,4097,8132,49.0,63.8,13,104,37,8,2,0,a80aaa3c,retry,step 3891 flux
3892,sess-D,WARN,alloc,1457,4160,11.645,0.0023708792073042708,0.000810534567931602,0.00019078612401980088,2791,19977,90.8,5.0,24,242,43,42,2,0,61c37869,,step 3892 conv
3893,sess-B,INFO,io,1391,4488,35.043,0.0006412099829008143,1.861254929766131e-05,2.0446932774163126e-05,2435,30408,88.2,41.1,34,218,36,53,1,1,bcd40817,,step 3893 div
3894,sess-B,INFO,bc,5295,4132,7.215,0.0005942238565844377,0.0012019244484550286,0.0001496781945169463,2144,20259,58.0,98.5,43,2,48,29,1,1,55e57993,retry,step 3894 conv
3895,sess-B,INFO,alloc,4756,461,4.285,0.0018528151116313921,0.00193130295104129,8.087516345037651e-05,3119,20303,12.7,76.2,26,79,43,54,0,0,3f055d9f,stall,step 3895 hold
3896,sess-B,INFO,solver,7981,2762,19.94,0.0028303734921130306,0.001546854124983326,4.7482465937480185e-05,1816,15572,48.2,95.0,28,67,50,20,3,0,62574ec9,skip,step 3896 conv
3897,sess-C,WARN,turb,1206,1214,7.47,0.0011769411560555122,0.0017883141933329983,0.00018416767544034293,2683,27043,93.8,60.6,18,211,62,38,2,0,db7c5801,stall,step 3897 flux
3898,sess-D,INFO,io,2436,2503,0.71,0.002305369123454436,0.001556238331749151,0.00012430553986803023,4136,5916,48.3,94.5,17,231,59,42,0,0,262b854a,ok,step 3898 div
3899,sess-D,DEBUG,chem,8464,1604,2.826,0.0019217297454937553,0.0013866545606359283,5.73421499515006e-05,1023,7401,65.0,91.0,2,95,33,3,2,1,6cc2a2df,clamp,step 3899 div
3900,sess-B,DEBUG,solver,3266,407,2.903,0.000837381122083749,0.00410523747505474,6.537366722936096e-06,1528,24395,71.9,55.6,22,175,48,33,3,1,d55921b6,,step 3900 hold
3901,sess-C,INFO,bc,5963,3480,14.08,0.000299176578945697,0.0004419164644512639,0.0004642052682698817,3332,21824,29.7,25.4,43,60,22,3,0,0,acb1cdea,ok,step 3901 div
3902,sess-C,DEBUG,alloc,1266,2644,11.231,0.000945895437223678,0.001065739001804324,0.0001088293227366655,930,5033,84.8,32.0,2,156,30,20,0,0,e2bf6f05,,step 3902 flux
3903,sess-D,INFO,alloc,8738,4396,2.607,0.0011670757885257977,0.00043685943152269675,0.0004405533951890241,2587,18876,31.8,11.7,36,170,9,36,2,0,28ec9134,skip,step 3903 hold
3904,sess-D,INFO,chem,9465,3932,1.933,0.00012191451446295977,0.0011548786397796115,0.00046472463107552183,2681,10891,94.3,64.7,26,119,3,56,2,1,a32f860e,retry,step 3904 hold
3905,sess-C,INFO,bc,6243,1307,0.783,0.0010817507686564816,0.0020980023571665926,2.6122764267383444e-05,3952,12260,71.9,3.7,31,117,12,60,0,1,8e537675,stall,step 3905 hold
3906,sess-D,INFO,io,6531,4309,0.691,0.00013095387862920572,0.0009065437676502868,3.3343474494879313e-06,1034,19030,62.0,92.1,17,68,62,9,3,1,a984bd88,stall,step 3906 flux
3907,sess-D,ERROR,io,8278,692,26.998,0.0005798764212881673,0.0018288384231390127,1.8361979451208228e-05,805,16157,81.2,58.4,32,58,44,51,0,1,dbc42a77,stall,step 3907 hold
3908,sess-A,INFO,turb,3190,2280,38.592,5.209913118598104e-05,0.0010666277596227819,5.053858460828962e-05,3913,29354,50.9,57.1,36,159,24,3,1,0,bfccab4d,,step 3908 hold
3909,sess-D,INFO,alloc,4677,4287,1.991,0.004440628182169772,0.0017563395870947502,1.9673006427924734e-05,1118,23473,20.4,21.9,20,138,21,15,3,1,3aa7aa21,stall,step 3909 flux
3910,sess-C,WARN,io,1314,4206,5.428,0.005727915726169463,0.0013027636989584805,0.0002663291904403866,3257,10766,67.6,57.1,19,159,55,41,3,0,4ed5386c,,step 3910 div
3911,sess-C,INFO,bc,7168,3735,2.635,0.0008033157827264095,8.30472324207782e-05,5.113615348585137e-05,2098,14239,34.4,86.0,29,187,33,52,1,0,95fa1ad7,skip,step 3911 hold
3912,sess-D,INFO,alloc,7194,4017,16.791,0.0012103739364541977,0.003720409957503154,0.0002370595691604773,3089,11826,24.1,85.2,30,120,6,44,3,0,151b3b63,retry,step 3912 hold
3913,sess-B,INFO,chem,8098,1350,14.997,0.0014900653538237336,0.0009626829048952707,0.00013231184655917072,1813,20469,58.4,55.7,13,137,35,53,3,0,c2eb77e2,retry,step 3913 conv
3914,sess-C,INFO,chem,7238,3647,7.894,0.0011602229424969776,0.0003765757570314341,0.00013536018929169617,1183,22404,79.7,8.0,34,27,26,38,0,0,21787466,skip,step 3914 hold
3915,sess-C,INFO,solver,7163,2544,11.313,9.660344818319521e-05,0.00015671056726913567,0.00016527406003318372,3789,24865,23.9,69.2,16,60,7,55,2,1,5b36de94,skip,step 3915 div
3916,sess-B,TRACE,chem,7445,2755,14.982,0.0006610977966090101,0.000431054605641501,0.0001232499299727472,1481,29776,25.2,45.7,31,176,12,18,0,1,364c791f,skip,step 3916 conv
3917,sess-C,WARN,turb,3793,3896,6.921,0.00018913590191944866,0.0009408085298597717,2.4116815730939672e-05,3175,17250,95.4,7.5,45,161,18,51,2,1,4adc9675,skip,step 3917 div
3918,sess-D,INFO,chem,9780,2467,1.363,0.0008462250711221077,0.0009755845499748006,0.00014735139523123033,830,30417,30.1,71.5,23,239,42,1,1,1,22f5e44f,clamp,step 3918 div
3919,sess-A,DEBUG,alloc,5893,2037,15.528,0.0006440539835612755,0.0017724034785052294,0.000160464515703409,3365,2007,32.3,23.7,26,31,52,53,2,1,008a2292,clamp,step 3919 conv
3920,sess-B,ERROR,post,7526,212,29.805,0.00022918568053421773,0.0014543004495230626,4.1800156790609975e-05,1348,2001,28.8,58.4,37,171,11,60,3,0,831a752b,ok,step 3920 conv
3921,sess-C,INFO,chem,3221,2684,1.332,0.00031975232262761014,0.0005423074162262168,0.00014648490179272389,3618,1208,49.8,29.4,40,109,52,4,1,1,2eb1cb84,stall,step 3921 div
3922,sess-A,WARN,solver,5582,3092,2.403,0.0009297918857900772,0.00041829705783555084,8.65451701762641e-06,903,32745,42.1,79.4,21,80,8,32,1,0,f152c7c3,clamp,step 3922 hold
3923,sess-A,DEBUG,io,1716,615,4.97,0.0007200714335271071,0.00030309843956000316,0.00020558423363511947,1707,30627,47.7,49.1,2,109,1,6,2,0,78e8ccd8,clamp,step 3923 hold
3924,sess-B,INFO,bc,4615,2250,8.248,0.0007477085999297052,0.0007646231193027373,0.00011456263783396863,1899,31749,34.9,2.4,45,137,9,21,3,1,0880a9cc,,step 3924 flux
3925,sess-C,INFO,chem,9425,3991,21.574,0.0004206046702600891,0.0017118734694249681,8.211615878997941e-05,1961,27745,35.6,53.2,20,173,48,61,2,1,3a070acd,skip,step 3925 conv
