time,pitot_p1,pitot_p2,pitot_p3,pitot_p4,static_p,temp_t1,vib_acc_x,vib_acc_y,vib_acc_z
0.767,118.867,119.037,106.067,112.164,99.7064,301.514,-0.352687,-0.443921,-1.19596
0.768,117.411,117.782,105.86,111.596,99.6635,301.485,-1.76497,-0.745515,-2.67148
0.7685,116.976,115.998,103.697,111.954,99.5237,301.452,-0.46605,-2.06219,-1.4797
0.769,116.53,116.126,104.08,113.418,99.7013,301.51,-3.09381,-2.95648,-0.0041267
0.7695,116.839,114.866,103.626,112.731,99.5804,301.521,-1.88295,-1.45539,-1.30234
0.77,116.571,114.965,105.341,nan,99.8092,301.529,-2.46557,-2.35047,-1.31083
0.7705,116.577,113.58,105.558,nan,99.6561,301.553,-2.62055,-1.22664,-0.189691
0.771,116.92,113.994,106.339,111.466,99.6967,301.523,-1.01599,-0.695176,-0.493305
0.7715,117.446,113.923,107.644,nan,99.6812,301.637,-0.856143,-0.299182,-1.1309
0.772,117.931,113.947,109.198,111.552,99.5063,301.64,3.21404,-1.38187,-0.0883769
0.7725,118.755,113.869,110.399,110.398,99.5495,301.567,3.04748,-0.220692,1.06755
0.773,118.236,115.114,111.368,nan,99.4915,301.583,2.02921,-0.303725,-0.474024
0.7735,118.292,114.104,112.682,109.251,99.5382,301.683,1.76734,-0.72255,-0.0439404
0.774,117.045,113.496,113.151,107.061,99.6292,301.638,2.16891,1.60061,0.126654
0.7745,116.534,112.188,114.263,106.844,99.3719,301.652,2.4739,0.857164,1.32035
0.775,115.732,112.287,113.171,nan,99.3614,301.651,1.62784,2.12492,1.19833
0.7755,114.192,111.06,113.509,105.586,99.1757,301.745,1.57255,1.58469,1.33025
0.776,113.278,109.196,113.896,103.841,99.2622,301.722,2.76418,1.55322,0.584156
0.7765,112.067,107.368,113.833,nan,99.2408,301.721,-0.039542,0.896745,0.556916
0.777,109.966,106.933,113.268,105.47,99.3463,301.711,0.716756,1.94211,0.841421
0.7775,108.656,105.7,114.212,nan,99.165,301.761,-1.0515,1.27667,0.154139
0.778,107.636,104.412,114.432,nan,99.1529,301.688,-2.07029,-0.0843105,0.823367
0.7785,107.234,105.503,115.371,nan,99.1802,301.813,-0.598772,1.16437,1.47855
0.7785,106.623,104.962,115.348,106.699,99.0943,301.679,-0.343568,-1.43911,1.88966
0.7795,107.019,104.598,116.945,107.037,99.0143,301.754,-1.96862,-1.7755,-1.01161
0.78,107.197,105.256,117.425,106.959,98.9595,301.727,-3.64478,-2.09063,-1.69404
0.7805,107.592,106.643,118.603,nan,98.9139,301.915,-2.00013,-2.06747,-0.125759
0.781,108.183,107.598,119.611,106.721,99.0088,301.773,-3.26284,-2.12496,-2.10437
0.7815,108.223,108.089,119.695,nan,98.8403,301.787,-0.492307,-1.17057,-0.292221
0.782,108.466,108.654,120.013,nan,98.8328,301.858,-1.06673,-1.15859,-0.763191
0.7825,109.134,108.687,120.802,105.644,98.9123,301.889,1.46836,-0.376994,-0.349038
0.783,108.146,109.863,119.196,106.712,98.91,301.888,-0.216072,-0.831213,-0.798959
0.7835,108.082,108.899,119.067,105.728,98.8033,301.874,1.53521,-1.66651,-0.157341
0.784,107.229,108.957,118.38,nan,98.6623,301.924,0.83043,-0.402615,-1.43714
0.7845,106.446,108.824,117.271,nan,98.6588,302.009,1.69316,-0.144641,-2.35152
0.785,105.962,108.404,115.336,107.23,98.8273,301.972,1.95231,-0.223819,-0.928319
0.7855,105.518,108.828,113.824,107.694,98.6566,301.984,2.59462,0.984145,-2.85975
0.786,105.86,109.362,113.723,nan,98.9768,302.114,3.91908,2.92777,-0.625442
0.7865,105.937,108.331,112.243,109.919,98.7381,301.997,0.324153,1.24725,-0.65965
0.787,106.714,109.945,111.948,111.097,98.7452,302.021,1.95995,-0.0856783,1.53408
0.7875,108.445,111.608,111.354,111.7,98.6344,302.06,1.16888,0.889015,2.37076
0.788,109.191,112.945,110.983,113.344,98.8329,302.169,0.363629,1.80888,-0.612127
0.7885,111.215,113.575,111.356,113.312,98.7836,302.141,0.136283,2.0783,1.95594
0.789,112.39,115.429,111.574,nan,98.8042,302.124,-0.357915,1.92918,0.464297
0.7895,114.111,116.509,110.947,113.72,98.7512,302.214,-0.626623,1.52531,1.59077
0.79,114.776,117.547,112.162,nan,98.8662,302.171,-3.65487,0.311699,0.979972
0.7905,116.105,117.987,111.111,113.856,98.8137,302.308,-2.39259,0.907292,1.44187
0.791,117.837,119.06,111.329,112.79,98.7683,302.185,-4.71389,0.195319,1.39668
0.7915,117.432,119.201,110.312,nan,98.887,302.241,-3.21965,-2.25473,1.06469
0.792,117.565,119.112,108.584,111.685,98.7091,302.379,-1.33236,-2.28275,0.860516
0.7925,117.076,118.083,107.696,111.369,98.7335,302.324,0.40584,-1.37374,1.22938
0.7925,117.047,117.397,106.392,112.926,98.7916,302.348,-1.5208,-0.878034,0.0802832
0.7935,115.889,117.13,105.546,111.405,98.6247,302.292,0.577173,-1.13529,1.54039
0.7935,115.794,117.412,104.77,113.356,98.7599,302.323,0.367886,-2.02721,-1.21362
0.7945,116.271,115.511,104.358,nan,98.6627,302.413,1.07565,-2.33174,-1.40766
0.795,116.588,115.303,104.188,nan,98.5873,302.402,0.929406,-3.29089,-1.56934
0.7955,116.444,115.996,104.252,nan,98.6846,302.374,1.61139,-3.16521,-0.0640524
0.796,117.095,114.946,104.447,113.504,98.6005,302.367,3.18408,-1.28706,-1.59946
0.7965,117.693,114.622,104.864,nan,98.6246,302.46,3.60916,-1.18928,1.00175
0.797,118.45,116.325,106.633,113.202,98.5156,302.386,0.469514,0.25429,-1.31296
0.7975,118.611,116.7,107.573,114.084,98.4816,302.449,0.664522,0.775495,-0.215317
0.798,118.891,116.714,109.046,nan,98.4457,302.432,-1.10948,1.2561,-0.962809
0.7985,119.537,116.381,109.507,111.887,98.5039,302.511,0.614361,1.88498,-1.40246
0.799,118.563,115.919,110.688,nan,98.445,302.427,0.433001,1.27895,-1.01178
0.7995,118.229,114.384,110.755,109.959,98.376,302.507,0.294044,2.97045,-1.13038
0.8,117.362,114,111.664,109.202,98.2284,302.447,-1.28132,0.851725,-0.901674
0.8005,115.919,111.868,111.523,108.389,98.1759,302.496,-1.00014,0.882924,-0.131666
0.801,115.006,110.214,111.8,106.682,97.9909,302.449,-1.98275,1.76846,-0.257384
0.8015,113.208,109.333,112.642,nan,98.1343,302.533,-2.0236,0.419533,0.84292
0.802,111.919,107.588,111.851,107.012,98.0278,302.496,-2.19285,-0.550264,1.84503
0.8025,110.267,106.569,111.547,106.791,97.8649,302.544,-1.77165,0.333474,1.3349
0.803,109.384,105.953,111.995,nan,97.9515,302.537,-1.28279,0.959063,0.223624
0.8035,109.228,105.584,112.414,106.602,97.8231,302.64,0.205627,0.27224,0.635576
0.804,108.797,105.688,113.162,106.159,97.8287,302.615,-0.41944,-1.22627,1.05402
0.8045,108.359,105.388,114.207,nan,97.743,302.639,-0.59292,-1.17432,1.77391
0.805,108.819,105.959,115.342,nan,97.7836,302.616,1.22637,-1.28714,1.60443
0.8055,108.961,106.668,116.561,nan,97.6712,302.614,1.8343,-1.93069,1.88306
0.806,109.162,107.348,118.169,105.858,97.6402,302.607,3.19694,-2.03439,1.9351
0.8065,109.876,107.955,119.192,106.783,97.48,302.649,1.77668,-2.82083,-0.00528045
0.807,108.97,108.404,120.295,nan,97.5696,302.565,3.20183,-1.87418,0.0255519
0.8075,109.025,108.317,120.231,nan,97.5854,302.566,1.70843,-0.900185,0.124257
0.808,108.513,108.337,120.316,106.779,97.6773,302.622,0.924535,-1.35166,0.0235665
0.8085,107.542,108.183,120.871,105.306,97.4127,302.615,-0.700416,-0.698987,-0.722635
0.809,106.349,107.556,118.694,104.83,97.5653,302.522,0.853966,1.93231,-0.625758
0.8095,106.324,107.274,118.553,nan,97.3826,302.643,1.22667,-0.797581,-0.305922
0.81,105.451,106.556,117.688,nan,97.6851,302.613,1.06892,0.411917,-0.861865
0.8105,104.891,106.927,116.729,105.86,97.627,302.623,1.09482,1.24368,-1.5724
0.811,104.721,107.404,115.236,106.506,97.4704,302.702,-1.33387,3.89669,-1.38377
0.8115,104.928,107.224,114.525,107.194,97.7194,302.568,-4.28054,3.12627,-1.72476
0.812,105.135,108.829,113.473,107.932,97.7068,302.534,-3.08184,2.29503,-3.67757
0.8125,106.577,109.183,113.478,108.626,97.5174,302.568,-2.70785,0.951746,-1.41869
0.813,106.921,111.142,112.738,nan,97.7753,302.621,-0.396343,1.88077,0.000165825
0.8135,109.071,112.822,113.858,111.2,97.6562,302.591,-1.15683,1.43703,0.496009
0.814,109.913,113.677,113.541,111.307,97.8227,302.608,-0.881748,-0.73321,0.625056
0.8145,111.787,114.759,113.277,112.084,97.8259,302.574,-2.2444,0.101522,-0.387064
0.815,113.453,116.217,114.268,nan,97.6999,302.596,-1.31194,-0.689565,0.554514
0.8155,114.005,116.704,113.483,nan,97.8413,302.489,2.53856,-0.349572,1.55806
0.816,114.573,116.999,112.637,112.657,97.9333,302.467,0.384556,-1.73506,-0.543453
0.8165,115.353,117.965,112.533,112.553,97.817,302.535,2.23609,-0.679024,1.48603
0.817,115.129,116.658,111.176,112.628,98.0819,302.501,1.15155,-3.33322,0.789509
0.8175,114.996,117.485,109.414,112.334,98.0548,302.475,3.18005,-1.21049,0.201687
0.818,114.846,116.373,108.965,111.592,98.0208,302.566,0.342844,-2.21113,3.81073
0.8185,115.515,116.626,108.265,111.378,98.1272,302.575,1.52666,-2.44974,0.214229
0.819,115.15,115.689,105.709,nan,98.1908,302.586,0.354206,-0.394926,1.38366
0.8195,115.259,116.439,105.236,nan,98.2697,302.356,2.03712,-0.449822,0.986117
0.82,114.974,115.499,104.991,nan,98.1352,302.407,1.86288,-1.5056,1.14566
0.8205,116.38,114.996,104.447,113.127,98.2106,302.426,-1.08741,-0.431013,0.485697
0.821,116.405,117.459,104.686,nan,98.1593,302.478,-1.38952,0.179825,-0.287978
0.8215,118.078,116.746,104.538,nan,98.2639,302.432,0.890636,-0.347185,-1.53517
0.822,118.33,117.14,105.797,113.992,98.2553,302.456,-2.57947,-0.316205,-0.223089
0.8225,120.419,117.542,106.067,114.135,98.234,302.491,-2.62316,2.63118,-0.294267
0.823,119.458,117.568,106.928,nan,98.3077,302.354,-4.07561,1.42314,0.202835
0.8235,120.923,117.689,108.024,114.564,98.2723,302.342,-0.595355,2.32511,-0.778444
0.824,120.614,116.808,108.524,nan,98.3682,302.319,-0.47012,0.64471,-2.12469
0.8245,119.011,117.214,109.12,113.361,98.2815,302.416,-2.14115,2.56092,-0.869308
0.825,118.78,114.963,109.454,112.645,98.2835,302.302,-2.77853,-0.801716,-1.27764
0.8255,118.33,114.2,109.481,111.295,98.321,302.325,-0.413163,-0.311395,-0.945844
0.826,116.864,113.049,109.52,110.01,98.1793,302.229,-0.330544,1.56169,-1.21961
0.8265,114.297,110.973,109.151,nan,98.3861,302.224,0.865108,-0.958573,0.161187
0.827,113.446,110.083,109.799,nan,98.3919,302.254,1.6837,0.855116,-0.174097
0.8275,112.014,108.384,109.63,109.229,98.3632,302.25,2.11019,-1.80101,-1.1956
0.828,111.168,107.355,108.782,107.729,98.3117,302.26,2.71389,-1.10224,0.333125
0.8285,110.706,106.906,109.74,108.019,98.3224,302.178,2.91285,-1.22904,0.365898
0.829,111.409,107.456,110.543,108.122,98.2431,302.194,1.61216,-2.21772,0.137786
0.8295,110.587,107.493,110.985,108.436,98.1956,302.14,1.83238,-2.14621,-0.245145
0.83,110.489,106.94,112.696,nan,98.2369,302.269,2.11167,0.0485634,0.654021
0.8305,110.553,108.059,113.576,108.003,98.1979,302.142,1.21461,0.55115,1.26715
0.831,111.035,107.609,115.199,nan,98.237,302.111,1.73491,-1.22392,0.961464
0.8315,110.965,108.281,116.134,nan,98.2265,302.179,0.621188,-0.283384,0.528569
0.832,109.996,108.555,117.798,106.209,98.0902,302.089,-1.60046,-0.77991,0.942378
0.8325,110.462,107.296,118.73,106.725,98.225,301.957,-0.973718,-1.02841,1.97153
0.833,108.621,108.046,120.25,nan,98.407,302.029,-1.83002,-1.1233,1.62332
0.8335,108.006,107.175,120.232,106.536,98.4132,302.063,-1.80005,1.64661,1.55934
0.834,107.261,106.12,119.581,105.135,98.3847,302.042,-1.2582,0.953148,-0.069417
0.8345,106.752,106.434,119.156,105.364,98.4127,301.989,-2.37329,2.51941,0.404607
0.835,104.982,105.833,118.546,nan,98.4509,302.017,-2.7011,2.05339,1.77583
0.8355,104.584,105.637,117.866,nan,98.442,302.02,-1.80445,0.691895,0.984745
0.836,104.677,105.451,116.07,104.756,98.7198,301.939,-2.26192,0.765752,0.359152
0.8365,104.441,105.699,116.217,104.377,98.5197,301.951,0.905158,1.96877,1.03094
0.837,105.093,106.188,115.907,104.91,98.6313,301.963,1.51857,0.632394,-0.487819
0.8375,105.852,107.684,115.272,105.984,98.6396,301.851,1.39172,1.24768,-1.10843
0.838,106.603,108.634,114.586,nan,98.7562,301.904,3.77639,1.08785,-2.13008
0.8385,108.014,110.291,114.465,107.631,98.6317,301.917,1.3332,0.655067,-0.490109
0.839,109.444,112.058,114.494,107.858,98.7277,301.827,1.85584,-0.283652,-1.96657
0.8395,110.294,113.535,116.119,109.379,98.7647,301.807,1.85607,0.0792204,-2.49051
0.84,112.056,114.5,115.912,110.561,98.9206,301.828,2.79874,-2.14735,-0.460832
0.8405,111.39,115.286,116.19,111.495,98.9352,301.694,3.45524,-2.32251,-0.495336
0.841,112.402,115.597,115.317,111.219,98.9924,301.794,1.79078,-1.35644,-1.15083
0.8415,113.695,116.333,114.67,111.408,99.038,301.803,2.04448,-1.40443,-0.761663
0.842,113.353,116.418,113.567,nan,99.1394,301.794,1.84845,-1.74124,-0.18016
0.8425,112.855,115.563,113.332,111.512,99.2126,301.731,-1.62197,-1.1468,-1.33072
0.843,113.204,115.331,111.333,111.371,99.1896,301.831,-1.78947,-0.881304,-0.973166
0.843,113.494,114.881,110.199,110.908,99.3613,301.735,-0.4643,-1.2117,-0.874701
0.844,112.958,115.042,109.595,nan,99.344,301.728,-0.332127,-0.254305,1.10332
0.8445,113.9,115.049,108.387,110.877,99.3907,301.688,-1.02649,-2.00919,1.46358
0.845,114.168,116.29,106.527,110.534,99.4107,301.747,-1.23687,0.0879805,1.08258
0.8455,115.054,116.519,106.126,111.614,99.3984,301.766,-3.70221,2.48138,1.97153
0.846,116.141,116.041,105.294,nan,99.3532,301.696,-2.93532,2.5765,1.57844
0.8465,117.801,117.601,105.249,113.306,99.5772,301.631,-2.39585,2.13646,1.35854
0.847,118.01,117.858,104.652,113.204,99.5663,301.595,-2.04886,2.64379,0.559486
0.8475,119.334,117.783,105.719,112.914,99.721,301.599,0.544264,1.12323,-0.0025148
0.848,120.525,118.894,106.294,114.042,99.7419,301.631,1.12945,0.675666,-0.0420477
0.8485,120.158,118.51,107.029,114.778,99.5465,301.72,0.79614,1.61642,0.89001
0.849,120.044,118.557,107.677,114.503,99.6752,301.648,1.60365,1.54323,1.84553
0.8495,120.591,117.94,108.111,114.345,99.454,301.645,0.882812,1.53933,0.800875
0.85,119.643,116.452,108.655,nan,99.5007,301.612,0.790254,0.290023,0.351915
0.8505,118.593,116.079,108.276,113.518,99.5073,301.602,3.31283,1.08001,1.06959
0.851,117.553,114.155,108.703,113.615,99.6066,301.647,3.77662,-2.43193,-1.23627
0.8515,115.871,112.396,107.995,nan,99.5352,301.562,2.00245,-2.1445,0.462772
0.852,116.353,110.766,108.135,111.789,99.4506,301.624,1.21163,-1.8266,-0.644138
0.8525,113.732,111.242,107.641,nan,99.4768,301.506,0.781888,-2.52752,-0.661353
0.853,113.21,109.191,107.372,109.63,99.722,301.514,-0.318791,-2.61711,-0.548416
0.8535,112.306,109.01,107.461,nan,99.5878,301.613,-2.49398,-0.518936,-0.6348
0.854,112.485,108.846,107.771,108.778,99.4387,301.568,-1.8782,-0.292436,-1.01731
0.8545,113.252,109.07,108.938,109.1,99.3527,301.608,-1.27953,-1.70992,-0.0130697
0.855,112.679,108.289,109.222,108.909,99.2881,301.64,-1.26931,-2.43429,-1.62903
0.8555,112.989,108.031,110.845,nan,99.2985,301.561,-0.191942,-1.19792,-0.75611
0.856,112.508,109.2,112.269,107.689,99.2969,301.542,-1.78016,0.239136,-0.884908
0.8565,113.258,108.559,114.409,nan,99.3226,301.502,-2.79213,0.550317,-0.293078
0.857,112.104,108.868,115.337,109.158,99.3844,301.616,-3.59215,0.614,-0.242669
0.8575,110.779,109.42,115.847,108.37,99.176,301.561,-0.518872,0.322836,-0.424317
0.858,110.645,107.742,116.808,108.988,99.0871,301.51,0.387579,0.962805,-0.533579
0.8585,108.995,107.508,118.093,nan,99.1988,301.513,-1.77554,2.36767,0.908375
0.859,108.139,105.968,118.683,nan,99.114,301.537,1.0497,2.28886,0.0857077
0.8595,106.698,106.855,118.309,106.896,99.1273,301.481,-1.70971,0.193444,1.37843
0.86,105.648,104.859,118.777,nan,99.0661,301.521,1.23765,2.47747,1.33571
0.86,104.745,104.787,117.182,nan,99.0901,301.64,1.81034,1.50895,-0.142268
0.861,103.797,104.5,116.587,105.754,99.0469,301.574,1.98573,2.27113,1.15116
0.8615,103.423,104.597,116.568,104.635,99.1013,301.603,2.23821,1.52375,0.665551
0.862,104.73,105.921,116.645,nan,98.9619,301.489,2.80448,-0.450855,0.70248
0.862,104.882,106.348,116.437,104.755,99.0014,301.563,3.01364,-0.312024,1.48641
0.863,105.949,107.256,115.959,105.28,99.0826,301.466,0.621839,-1.35065,0.619506
0.8635,106.692,108.729,116.587,nan,98.9373,301.613,0.369239,-1.97332,1.20655
0.864,107.143,110.154,116.426,nan,99.03,301.565,0.0201403,0.113782,-0.843014
0.8645,108.496,111.549,116.513,107.106,99.0113,301.581,0.590552,-1.01416,0.0706144
0.865,110.494,112.608,117.576,nan,98.9712,301.496,-0.858312,0.367623,-1.39816
0.8655,110.228,113.008,117.393,108.096,98.8249,301.535,-1.71424,-1.71442,-0.0840893
0.866,110.798,113.641,117.055,nan,98.9826,301.499,-3.5734,-0.969744,-0.575204
0.8665,110.511,114.935,117.399,110.08,98.9799,301.55,-1.69904,-2.15935,-0.144172
0.867,110.902,114.024,116.408,nan,99.148,301.557,-2.60094,-1.68736,-0.994666
0.8675,110.877,114.587,116.559,109.778,98.9255,301.621,-1.87487,0.622066,-1.17515
0.868,110.868,113.729,114.968,nan,99.0977,301.648,-0.990529,-0.737966,-1.12174
0.8685,110.978,113.992,113.054,109.276,99.0546,301.549,-0.399007,2.02786,-0.918944
0.869,110.999,113.68,112.885,109.723,99.1082,301.573,-0.821775,-0.824329,-0.500375
0.8695,111.545,113.421,111.049,110.233,99.0632,301.607,0.0910182,0.947058,-1.45065
0.87,112.586,114.516,109.276,110.494,99.0172,301.561,-0.257293,0.117978,-0.242044
0.8705,113.792,115.818,108.332,109.716,98.9991,301.598,1.12175,2.41505,-1.47218
0.871,114.856,116.844,107.585,110.64,99.1195,301.633,2.21888,3.30015,-1.4847
0.8715,117.002,117.694,106.649,111.378,98.9787,301.548,2.80691,2.61229,1.05596
0.872,117.689,117.914,106.443,nan,99.0029,301.511,2.71093,3.16621,0.301879
0.8725,118.858,118.732,106.776,nan,99.0055,301.48,1.56813,2.29414,-0.159888
0.873,119.446,118.872,106.395,113.32,98.836,301.58,2.67507,1.11565,0.919679
0.873,120.745,119.597,106.952,113.633,99.064,301.551,1.08005,0.172671,0.6285
0.874,120.092,119.602,108.147,113.887,98.9536,301.669,1.05035,-1.10488,1.23295
0.8745,119.663,118.787,107.695,nan,98.9211,301.541,0.522155,0.460057,2.93808
0.875,119.409,117.505,107.825,115.498,98.8608,301.47,1.45241,-1.53205,0.971853
0.8755,119.29,116.851,108.253,114.724,98.7935,301.558,-0.597007,1.14324,1.06203
0.876,117.602,115.478,108.527,114.469,98.8974,301.686,-0.633825,-0.0561411,2.00588
0.8765,117.637,114.371,107.516,nan,98.7752,301.509,-1.37503,-0.00204121,0.82686
0.877,116.166,112.935,107.326,112.723,98.5685,301.607,-3.53304,-1.79341,1.0564
0.8775,114.783,112.111,106.688,nan,98.6473,301.552,-4.27795,-1.3801,0.772132
0.878,114.789,111,107.217,112.373,98.5892,301.583,-1.12627,-1.5982,-0.000717859
0.8785,115.339,110.483,106.696,112.074,98.4805,301.526,-2.40824,-1.87744,0.592357
0.879,114.148,109.568,106.245,110.357,98.4747,301.596,-0.734728,-0.224076,-0.57755
0.8795,114.032,110.651,106.787,nan,98.2739,301.531,-1.35174,1.45182,-0.866189
0.8795,114.933,110.702,106.288,nan,98.4039,301.545,-2.88561,0.390812,-1.78702
0.8805,115.36,110.327,107.406,109.922,98.4679,301.529,-0.939719,0.16648,-0.381866
0.881,115.188,111.34,108.988,110.411,98.2933,301.56,1.02405,0.465856,-0.411528
0.8815,114.343,111.038,110.77,nan,98.1704,301.583,0.70208,-0.322004,-1.31793
0.882,113.996,110.851,111.073,110.923,98.1339,301.496,3.18521,0.771732,-2.62086
0.8825,113.191,109.483,113.271,110.108,97.9063,301.578,3.58737,1.72384,-1.87834
0.883,112.417,108.594,114.346,110.468,97.8026,301.557,1.4023,2.49637,-0.527548
0.8835,111.495,107.851,115.462,111.091,98.1268,301.474,1.88971,3.04387,-0.41238
0.884,109.119,107.058,116.462,109.519,97.9819,301.548,2.04453,2.20015,-0.772032
0.8845,108.304,106.31,116.481,nan,97.9155,301.474,0.986568,0.993032,0.477555
0.885,106.353,104.484,117.737,nan,97.9567,301.542,2.13999,1.5852,0.537145
0.8855,105.741,104.244,116.858,107.074,97.708,301.401,-0.151162,1.45979,1.59173
0.886,104.434,103.257,116.993,106.367,97.7402,301.387,0.899472,-1.36574,1.0796
0.8865,104.219,104.113,116.051,nan,97.7847,301.55,-0.281142,-0.450046,0.439181
0.887,104.808,105.088,115.886,nan,97.8999,301.433,-2.35934,-0.503658,0.335902
0.8875,104.687,105.807,115.208,nan,97.6347,301.41,-4.28664,-2.30222,-0.41604
0.888,106.12,107.528,116.46,103.97,97.6784,301.359,-2.90452,-1.89719,1.55781
0.8885,106.349,108.014,117.068,nan,97.6251,301.481,-2.66365,-3.56702,1.68195
0.889,107.478,108.743,116.331,105.428,97.8436,301.399,-1.99611,-1.92253,2.66892
0.8895,108.199,109.692,116.937,104.321,97.5336,301.407,-1.74549,-1.85869,0.944763
0.89,108.72,111.011,118.2,105.27,97.753,301.32,-1.58955,-2.22988,0.742498
0.8905,109.323,112.245,117.686,106.515,97.681,301.349,-2.36044,-0.460786,1.71935
0.891,109.899,111.474,118.55,106.854,97.5621,301.293,-2.03196,-1.31254,0.216259
0.8915,110.728,111.783,118.441,nan,97.6146,301.247,0.418989,-1.12658,0.5322
0.892,108.769,112.224,119.09,108.009,97.7806,301.272,0.712169,0.82724,-0.228902
0.8925,109.196,111.986,118.613,108.222,97.6417,301.347,2.73053,0.728368,-1.08049
0.893,108.865,112.437,118.226,108.519,97.7769,301.255,2.58274,1.15833,0.383911
0.8935,108.591,111.94,117.228,108.57,97.7104,301.252,0.154075,-0.123588,1.09381
0.894,109.381,112.39,115.139,109.009,97.7851,301.347,0.801504,0.887885,0.448781
0.8945,109.481,112.843,113.928,108.392,97.8137,301.3,3.45116,1.32987,-0.789507
0.895,110.717,113.656,112.82,108.976,97.9416,301.278,1.27018,2.81285,-1.08501
0.8955,112.45,115.061,111.584,nan,97.8571,301.232,2.67157,-0.168,-1.61665
0.896,112.466,115.059,110.072,108.466,97.9359,301.264,2.81875,0.4162,-1.10391
0.8965,114.904,116.019,109.385,109.37,97.9832,301.194,1.29422,0.508026,-2.08733
0.897,116.452,117.199,108.767,nan,98.0933,301.177,-1.86741,0.442766,-1.47276
0.8975,117.181,118.602,107.871,110.31,97.867,301.098,-1.60346,0.918525,-1.62807
0.898,118.868,119.416,107.946,nan,97.9845,301.168,-2.04174,-1.60718,-1.55873
0.8985,119.526,119.9,107.856,111.455,98.0732,301.095,-2.65521,-0.284383,0.547699
0.899,119.589,119.753,107.77,111.831,98.1441,301.103,-3.14543,-0.587669,-0.403998
0.8995,120.23,119.264,108.943,113.668,98.2814,301.08,-1.63887,-1.8434,-1.41026
0.9,118.834,117.76,109.468,115.29,98.0342,301.04,-2.63534,-2.51165,0.0724933
0.9005,119.073,117.266,108.687,114.785,98.2061,300.928,-1.2634,-0.216329,0.553924
0.901,117.988,116.637,109.331,115.06,98.2289,300.991,-2.36,-2.08133,-0.0143975
0.9015,116.904,114.873,108.935,114.349,98.1919,301.052,-3.33802,-2.43857,0.882978
0.902,116.619,114.192,107.49,115.58,98.1763,300.773,-0.759438,-0.0427246,1.22149
0.9025,116.059,113.402,106.929,nan,98.1585,300.867,0.487915,-0.691554,0.700751
0.903,116.277,113.196,106.133,113.855,98.2721,300.862,2.61771,0.819531,1.27014
0.9035,115.254,112.294,106.097,nan,98.0322,300.803,2.35694,-1.35684,1.77333
0.904,115.937,111.837,105.751,nan,98.1872,300.75,1.04591,-1.46155,0.783985
0.9045,116.08,112.385,104.747,nan,98.3263,300.84,2.12979,0.106176,-0.217657
0.905,117.204,112.494,104.393,112.07,97.9836,300.849,2.09106,1.33013,0.803843
0.9055,116.259,112.991,105.466,nan,98.1135,300.888,1.1202,1.96471,0.170035
0.906,117.168,112.315,106.724,112.266,98.1337,300.886,4.09519,2.09453,0.553145
0.9065,115.709,112.17,107.419,nan,97.9949,300.796,2.03643,1.7591,-0.35251
0.907,115.996,111.507,108.535,nan,98.0227,300.683,-0.147017,0.129122,0.254028
0.9075,114.873,110.72,109.25,111.427,98.0005,300.752,0.51198,1.57143,-0.578907
0.908,113.88,110.738,111.581,111.729,98.0597,300.744,-2.7343,1.67788,-0.186074
0.9085,112.006,107.682,112.487,nan,98.1084,300.695,-1.7156,1.33359,-0.885885
0.909,109.957,107.73,113.732,111.299,98.0324,300.691,-1.68178,2.1686,-1.28371
0.9095,108.622,105.996,114.602,nan,97.8982,300.635,-1.69884,1.27724,-2.27374
0.91,108.46,105.354,114.906,nan,97.9032,300.755,-2.02349,0.923792,-2.72117
0.9105,106.887,103.966,114.972,110.127,98.0979,300.619,-1.69644,-0.0254864,-1.27973
0.911,105.652,104.283,115.444,109.41,98.1315,300.537,-3.0099,-1.50373,-0.308523
0.9115,105.975,103.847,115.503,108.332,98.1685,300.57,-2.58686,-2.26606,-0.423366
0.912,105.227,104.736,115.801,107.82,98.1048,300.63,-2.40957,-1.7865,-0.949267
0.9125,105.482,105.698,114.831,nan,98.1938,300.477,-1.50667,-1.43544,0.431615
0.913,105.763,105.488,114.486,nan,98.1127,300.479,0.623785,-1.7675,-0.940252
0.9135,107.369,106.315,115.838,104.754,98.1888,300.47,0.172168,-2.07507,-0.0600484
0.914,108.309,108.414,115.872,nan,98.1682,300.466,2.69391,-0.316253,0.959986
0.9145,107.597,109.623,115.696,104.318,98.1765,300.582,1.82268,-0.119866,1.14686
0.915,108.468,109.536,116.636,103.711,98.3466,300.492,1.57083,-0.992996,0.435243
0.9155,108.888,109.173,117.59,104.881,98.2277,300.394,0.754125,0.267285,0.370753
0.916,109.281,109.637,118.967,105.782,98.3121,300.351,3.91082,-0.0793055,0.388704
0.9165,107.125,110.728,119.067,nan,98.3983,300.404,2.68445,0.713203,1.36871
0.917,107.832,110.99,120.147,105.601,98.3024,300.401,2.40251,2.53904,0.121224
0.9175,107.683,110.119,119.84,107.846,98.4175,300.334,-0.81862,2.39592,0.208721
0.918,106.539,109.576,119.281,107.713,98.6421,300.402,-0.00287062,1.4626,0.261336
0.9185,107.29,110.706,119.153,107.044,98.7344,300.367,0.112551,2.39735,1.05864
0.919,107.451,110.016,117.529,106.789,98.6647,300.333,0.042137,2.11734,0.489398
0.9195,108.256,110.892,116.846,nan,98.6717,300.362,-1.05841,0.950505,0.465598
